,0,1,2,3
0,14.401315106205075,26.15514473775949,-100.0,13.888882427242251
1,23.385130132881642,26.21233614240204,-100.0,15.554819818352641
2,16.99360701400345,22.696247202040965,-100.0,-99.98823634361715
3,23.431283578446372,26.19946344345853,-100.0,-99.98910762786758
4,14.783527518106148,14.309155466782924,15.67001886032729,29.169729928318024
5,26.117450158997187,15.969480157257356,26.08436785565295,29.111552971542082
6,16.382081687247744,17.224382836522043,16.22803706793394,16.57087985704833
7,15.020741370626544,15.8976935609854,16.555301811398216,29.003002796410865
8,12.507890826567401,23.200750424334547,13.073631943273057,-100.0
9,17.702945388731166,16.190898295869715,16.935734571635617,-100.0
10,12.698735701239327,20.70520730170417,15.953452003522106,-100.0
11,16.31060727975634,23.55244279304157,13.62257446672048,-100.0
12,14.544489257745907,18.164785608885733,14.684197884125878,15.06810751529043
13,14.233357400137596,18.12014009939146,16.42046770571112,25.67150112674623
14,0.0,0.0,0.0,0.0
15,16.191331171681874,18.625471317497837,20.25969287343848,28.977693878991325
16,16.591795098398297,17.947621763832252,15.15910470210624,14.805264494948053
17,15.11374904620038,18.25276647900086,15.517502285924191,15.837388350634614
18,14.885736138266218,18.88272522742203,15.208824171767576,26.204153263185805
19,17.64148785692892,14.795160617094359,14.984243227414101,21.19651406864294
20,20.623510761176608,16.58836048178248,16.365783811952284,25.751348624906875
21,21.181525035658172,14.661857108384815,14.61667640566477,14.14904636484577
22,21.130147152359918,23.005478759540853,18.008162569316326,23.57400239965085
23,20.849002197913045,16.315690579775683,17.678473725480504,16.70702164732667
24,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0
28,15.29400325696968,18.049343164832603,15.623186411344474,15.704791380099888
29,0.0,0.0,0.0,0.0
30,15.45351491674162,17.059151450539645,22.934192650166285,16.958817861669104
31,16.944859901972954,17.711759135285604,17.75704325777148,17.19862365477924
32,13.714797977623215,-100.0,21.137179244523686,-88.05806682620819
33,18.320933514642014,-100.0,19.24871233116007,-88.60585886765604
34,13.68353890276488,-100.0,27.953452855129115,-98.887679716707
35,18.344872207497374,-100.0,21.233572814582068,-88.12649892606777
