,0,1
0,0.8889884457811982,9.751482724725964
1,7.594979346123431,1.7415435212697956
2,6.115784106194132,-8.559857272603992
3,1.4893258813574912,2.6278891266148046
4,0.47814262561189363,1.0492200046214646
5,1.0159140796668775,9.943619590391798
6,0.752972323193037,0.11255764766861609
7,1.139950091540568,0.046239850477180044
8,0.969821366488245,5.853587301608845
9,12.044757213809197,-9.596446614609734
10,3.1146477499583862,2.2580504216833117
11,1.2647422168824105,-9.874195075405051
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.28944195156302266,1.8027091418020733
17,0.0,0.0
18,0.2359421213067195,11.507485207481569
19,12.050072036733523,2.780848229711265
20,18.845463851632836,-8.136124518291702
21,2.8828850373525015,-9.999999998110049
22,13.650411153783917,-9.999789164140443
23,13.494088945030486,9.892080171355493
