,0,1,2,3
0,18.899132009013254,21.19173274280876,-100.0,13.74325779045202
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
7,20.982050768263985,18.23868141924462,23.559750110669597,23.546269689847737
8,14.945528007491532,13.769146939250533,25.01851435502606,-100.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,18.91698354351611,19.10467011951254,18.755721580246437,17.618260043732242
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0
19,17.83290662602165,20.63188488927777,21.19293310355405,20.242967975004927
20,26.072534566184405,27.110277382572278,18.561823817455835,29.072640261811866
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,18.853215967691625,18.8941836090187,20.122520132469063,26.16764061142084
35,16.305663082611485,-100.0,26.16624379670771,10.556130933331488
