,0,1
0,0.09794933971507651,-99.99010628049845
1,0.09988243265888774,-8.017183994888711
2,9.006043079065519,-8.917499646029597
3,0.008256550960061834,-99.9090988342097
4,0.0179755800927721,-90.00318641248079
5,0.0007416783844855983,0.9991521446325262
6,0.0024363264208971305,-90.0008257079616
7,0.0018771149446647293,-0.07200605135839755
8,0.010072571347960163,9.00262494490483
9,0.009013999874830494,0.001885233880499446
10,0.0,0.0
11,0.01169991295121367,0.01752368025845988
12,3.511756158668216e-07,0.0008190207367117668
13,9.110635931289466e-06,2.395869306389157e-07
14,3.2376438896457606e-06,0.0007383581679923524
15,0.00015531324906447143,9.007904707851423e-05
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,-99.00289810510411,10.004498838922892
21,0.0909074345193761,9.999365508547083
22,-89.90219657006311,10.000000608762422
23,0.00023715242867067136,9.999064502037436
