,0,1,2,3
0,22.7736837071293,26.83644180093413,-100.0,36.90033310361537
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
7,26.687403846246703,29.863169055056318,22.144390256715447,33.74758265907742
8,24.706835306515064,33.21028328467749,24.66243022317742,-100.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,23.173716465774238,24.56426230201287,33.0549770165111,28.691016549002434
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0
19,26.894261606169607,27.11447738210695,24.91411269253402,29.88917273258619
20,29.620070037848446,28.486019289501918,29.578821474187414,33.210292410730865
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,26.68916039516662,26.52787067857423,26.888569782241994,29.8892599810648
35,25.72732639700809,-100.0,29.642684798560918,-100.0
