,0,1
0,1.240436570075365,2.216230144120336
1,1.8390390994265515,1.5498784055833028
2,4.949620982025158,3.8869600742710153
3,1.5153502104066905,19.28419776093687
4,8.17636466373837,1.3740597299367456
5,1.4643377658429015,1.2077225252703352
6,1.824056898269684,0.6790417631615591
7,3.6388086200332097,2.0878560850602788
8,1.325310220021976,2.627567915335704
9,5.9114795309699435,-8.217950317248242
10,0.4272609574459975,9.708545708206746
11,2.4017967476932025,-8.73001330805388
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,2.111695026685685,1.484161614449085
17,0.0,0.0
18,11.053782681254786,2.2641095866325847
19,2.820168645050467,1.0945969294296165
20,1.4582010297814763,-10.0
21,1.4520518442153085,-10.0
22,7.310756302271509,-10.0
23,8.599818887093534,-10.0
